Table 1
NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Crittenden County, Arkansas",05035,Arkansas,.1142355,.1590106,n/a*,.2903226,.0084034,0,.316414,.2762692,n/a*,.3645353,.3223141,n/a*,.2088719,.5801488,57972,44360,75434
"Cross County, Arkansas",05037,Arkansas,.0391304,n/a*,.0403587,.1551724,n/a*,0,.3667883,n/a*,.3786408,.4142336,n/a*,.4271845,.5678791,.2734784,63421,56355,65816
"Dallas County, Arkansas",05039,Arkansas,.0909091,n/a*,n/a*,n/a*,n/a*,n/a*,.305,n/a*,n/a*,.385,n/a*,n/a*,.5263677,.4687457,45536,38983,51351
"Desha County, Arkansas",05041,Arkansas,.1147541,.1186441,n/a*,n/a*,n/a*,0,.3049853,.2921348,n/a*,.3460411,.3202247,n/a*,.3141913,.5476984,45429,32978,59554
"Drew County, Arkansas",05043,Arkansas,.0754717,n/a*,.0857143,.2777778,n/a*,0,.3870403,n/a*,.4063205,.4553415,n/a*,.4672686,.4860879,.3372428,64337,58228,67128
"Faulkner County, Arkansas",05045,Arkansas,.0458716,n/a**,.0449507,.2134146,.013245,0,.3822258,n/a**,.3837336,.4362507,n/a**,.4377729,.387603,.1996295,74775,53140,79009
"Franklin County, Arkansas",05047,Arkansas,.03,n/a**,.0301508,n/a*,n/a*,0,.3347023,n/a**,.3374741,.4045174,n/a**,.4057971,.8260414,.0795467,50816,38267,51394
"Fulton County, Arkansas",05049,Arkansas,.0214286,n/a**,.0215827,n/a*,n/a*,0,.2975207,n/a**,.3,.3829201,n/a**,.3833333,.9291956,.0509361,47206,34849,47548
"Garland County, Arkansas",05051,Arkansas,.0615655,n/a**,.0612061,.2834008,0,0,.2849381,n/a**,.2863806,.3368548,n/a**,.3392413,.3690327,.1793922,61782,45072,64447
"Grant County, Arkansas",05053,Arkansas,.0306513,n/a*,.030888,n/a*,0,0,.4003591,n/a*,.4025501,.4631957,n/a*,.4663024,.7502941,.0743131,71564,74383,71362
"Greene County, Arkansas",05055,Arkansas,.0550459,n/a**,.0540037,.234375,0,0,.3405327,n/a**,.3426062,.3880489,n/a**,.3887262,.415063,.0700091,60189,41771,61069
"Hempstead County, Arkansas",05057,Arkansas,.0457746,n/a*,n/a*,.1690141,.0163934,0,.3154762,n/a*,.2972973,.4181548,n/a*,.3918919,.5576982,.4539419,55612,46393,61801
"Hot Spring County, Arkansas",05059,Arkansas,.0628415,n/a**,.0628415,.2875,0,0,.3336992,n/a**,.3340659,.3940724,n/a**,.3945055,.6596908,.1746584,56264,47454,57976
"Howard County, Arkansas",05061,Arkansas,.0725389,n/a**,n/a*,n/a*,n/a*,0,.3210162,n/a**,.3092783,.4341801,n/a**,.3814433,.6751758,.3585756,57580,40872,65419
"Independence County, Arkansas",05063,Arkansas,.0484171,n/a**,.0493359,.1869919,.0285714,0,.377724,n/a**,.3763353,.4261501,n/a**,.4256368,.6858406,.1129131,60581,41415,62287
"Izard County, Arkansas",05065,Arkansas,.0406504,n/a**,.0406504,n/a*,n/a*,0,.2944607,n/a**,.3014925,.3498542,n/a**,.358209,1,.0706706,54216,42163,54486
"Jackson County, Arkansas",05067,Arkansas,.0466321,n/a**,.0471204,.1551724,n/a*,0,.3540373,n/a**,.3565401,.3933747,n/a**,.3966245,.6506084,.2316908,53156,30721,59442
"Jefferson County, Arkansas",05069,Arkansas,.1028278,.1340206,n/a*,.2931727,.0382166,0,.3355033,.3317647,.2916667,.3830746,.3717647,.3916667,.3091625,.6111544,53518,48306,63062
"Johnson County, Arkansas",05071,Arkansas,.046875,n/a**,.046875,n/a*,0,0,.319242,n/a**,.319242,.3702624,n/a**,.3702624,.7136648,.2082133,52147,37239,54613
"Lafayette County, Arkansas",05073,Arkansas,.0777778,n/a**,n/a*,n/a*,n/a*,n/a*,.3364486,n/a**,n/a*,.4158879,n/a**,n/a*,1,.4141176,60652,31550,78275
"Lawrence County, Arkansas",05075,Arkansas,.0710901,n/a**,.0714286,.28,n/a*,0,.3297491,n/a**,.3309352,.374552,n/a**,.3741007,.6356015,.0473745,53357,43326,53684
"Lee County, Arkansas",05077,Arkansas,.0985916,.1016949,n/a*,n/a*,n/a*,n/a*,.2769953,.2758621,n/a*,.3239437,.3275862,n/a*,.6350729,.5896237,45765,33282,65687
"Lincoln County, Arkansas",05079,Arkansas,.0982143,n/a*,.11,n/a*,n/a*,.0149254,.375,n/a*,.3816425,.4583333,n/a*,.4734299,1,.3580082,58167,39346,65637
"Little River County, Arkansas",05081,Arkansas,.0671642,n/a**,.0671642,n/a*,n/a*,0,.2707775,n/a**,.272973,.3512064,n/a**,.3540541,.6852175,.271078,59109,43591,65515
"Logan County, Arkansas",05083,Arkansas,.0603774,n/a**,.0603774,n/a*,.0588235,0,.323217,n/a**,.323217,.3945372,n/a**,.3945372,.7101955,.0956249,52925,44544,53617
"Lonoke County, Arkansas",05085,Arkansas,.044287,n/a*,.0410584,.1936937,.0263158,.0014728,.4487979,n/a*,.4478022,.4973286,n/a*,.496337,.4481245,.1399873,75963,47154,79271
"Madison County, Arkansas",05087,Arkansas,.0574713,n/a**,.0574713,n/a*,n/a*,0,.3350126,n/a**,.3350126,.4357683,n/a**,.4357683,1,.106656,61176,34827,63162
"Marion County, Arkansas",05089,Arkansas,.0304569,n/a**,.0304569,n/a*,n/a*,0,.260177,n/a**,.260177,.3451327,n/a**,.3451327,1,.0589949,48180,27084,49421
"Miller County, Arkansas",05091,Arkansas,.0735849,n/a*,.0726577,.2142857,.0291262,0,.3219955,n/a*,.3246154,.3907785,n/a*,.3930769,.4001196,.3152713,59733,37971,69514
"Mississippi County, Arkansas",05093,Arkansas,.0660147,n/a**,.0615385,.1893939,.0222222,0,.2942163,n/a**,.3853821,.3386421,n/a**,.4285714,.3626721,.4172245,56558,44849,64139
"Monroe County, Arkansas",05095,Arkansas,.0490196,n/a**,n/a*,n/a*,n/a*,0,.4279279,n/a**,.3571429,.4594595,n/a**,.3928571,.6897779,.4584397,49632,39175,58210
"Montgomery County, Arkansas",05097,Arkansas,.075,n/a**,.075,n/a*,n/a*,n/a*,.2627119,n/a**,.2627119,.3262712,n/a**,.3262712,1,.0907263,49849,26433,51548
"Nevada County, Arkansas",05099,Arkansas,.0689655,n/a**,.0615385,n/a*,n/a*,n/a*,.345,n/a**,.3333333,.425,n/a**,.4102564,.6917862,.3719315,45948,33800,53238
"Newton County, Arkansas",05101,Arkansas,0,n/a*,0,n/a*,n/a*,0,.2959641,n/a*,.2949309,.367713,n/a*,.3686636,1,.0610599,47594,57038,47107
"Ouachita County, Arkansas",05103,Arkansas,.0562914,n/a**,.0769231,.25,0,0,.3475936,n/a**,.3606557,.4024064,n/a**,.4180328,.5635145,.4487201,50129,36265,61047
"Perry County, Arkansas",05105,Arkansas,.0245902,n/a**,.0245902,n/a*,n/a*,0,.3562092,n/a**,.3562092,.3986928,n/a**,.3986928,1,.0453887,61422,60524,61451
"Phillips County, Arkansas",05107,Arkansas,.1020408,.1226415,n/a*,n/a*,n/a*,0,.2465753,.2365039,n/a*,.2818004,.2647815,n/a*,.4796617,.65495,44558,31932,64241
"Pike County, Arkansas",05109,Arkansas,.0471698,n/a**,.0471698,n/a*,n/a*,0,.3333333,n/a**,.3333333,.3763441,n/a**,.3763441,1,.1262551,56352,39977,57716
"Poinsett County, Arkansas",05111,Arkansas,.0769231,n/a**,.0769231,.2876712,0,0,.3254282,n/a**,.326288,.3557312,n/a**,.3566711,.7113859,.1319049,51257,33091,53571
"Polk County, Arkansas",05113,Arkansas,.0215827,n/a**,.0215827,n/a*,0,.0056497,.2588997,n/a**,.2588997,.4482201,n/a**,.4482201,.7338592,.1239674,55295,39014,56992
"Pope County, Arkansas",05115,Arkansas,.041049,n/a**,.0393975,.20625,.0191083,0,.3593369,n/a**,.3626374,.422233,n/a**,.4255744,.5449364,.1599253,61268,57924,61722
"Prairie County, Arkansas",05117,Arkansas,.0588235,n/a**,.06,n/a*,n/a*,n/a*,.4162679,n/a**,.4126213,.4784689,n/a**,.4757282,1,.1534986,57282,32242,61624
"Pulaski County, Arkansas",05119,Arkansas,.0732345,.1232394,.0529992,.2739844,.016835,.0015748,.3171996,.2695685,.3305137,.3598597,.3150057,.37004,.1227675,.4850387,77462,55485,94630
"Randolph County, Arkansas",05121,Arkansas,.0578035,n/a**,.0578035,n/a*,n/a*,0,.2662942,n/a**,.2662942,.3184358,n/a**,.3184358,.6742167,.0609777,54318,76819,53660
"St. Francis County, Arkansas",05123,Arkansas,.049505,.0514706,.0588235,.1666667,n/a*,0,.2750397,.2765957,.3082192,.317965,.3167849,.3493151,.5155354,.6002703,48443,40064,58923
"Saline County, Arkansas",05125,Arkansas,.0334129,n/a**,.0320988,.1904762,.0063492,.0018382,.3815547,n/a**,.3831418,.4389987,n/a**,.4408867,.3616012,.1541264,77398,66748,78929
"Scott County, Arkansas",05127,Arkansas,.0322581,n/a**,.0322581,n/a*,n/a*,0,.2600733,n/a**,.2600733,.3369963,n/a**,.3369963,.703552,.156515,46067,70233,43437
"Searcy County, Arkansas",05129,Arkansas,0,n/a**,0,n/a*,n/a*,0,.2727273,n/a**,.2727273,.3787879,n/a**,.3787879,1,.0686646,48048,23055,49269
"Sebastian County, Arkansas",05131,Arkansas,.0408759,.0584795,.0378151,.1815068,.0121457,0,.2786636,.2089041,.2939752,.342698,.2859589,.3569482,.2081213,.3127899,65576,52056,70004
"Sevier County, Arkansas",05133,Arkansas,.04,n/a**,.0338983,n/a*,n/a*,0,.2268723,n/a**,.2409639,.3237886,n/a**,.3433735,.6360066,.4271998,63163,53338,67564
"Sharp County, Arkansas",05135,Arkansas,.0378151,n/a**,.0378151,n/a*,.0185185,0,.3713768,n/a**,.3747715,.4293478,n/a**,.4332724,.8005676,.0656398,48262,60320,47801
"Stone County, Arkansas",05137,Arkansas,.0211268,n/a**,.0211268,n/a*,n/a*,0,.347432,n/a**,.347432,.4229607,n/a**,.4229607,1,.0534669,49809,121806,46604
"Union County, Arkansas",05139,Arkansas,.0671642,n/a**,.0659341,.2318841,.0247934,.0036101,.3502304,n/a**,.3452915,.4055299,n/a**,.3991031,.5450419,.3947882,61326,42918,71602
"Van Buren County, Arkansas",05141,Arkansas,.0486111,n/a**,.0486111,n/a*,n/a*,0,.3072917,n/a**,.308094,.3671875,n/a**,.3681462,1,.0652566,51898,69579,51087
"Washington County, Arkansas",05143,Arkansas,.0452365,n/a**,.0370209,.2214411,.0074488,.0011038,.3271326,n/a**,.336673,.3836035,n/a**,.3936777,.2549479,.3011033,72353,56158,77055
"White County, Arkansas",05145,Arkansas,.0422812,n/a**,.0428287,.2124352,.0113636,0,.361204,n/a**,.3629787,.4209866,n/a**,.4229787,.5431781,.1193215,61441,59931,61610
"Woodruff County, Arkansas",05147,Arkansas,.1052632,n/a*,n/a*,n/a*,n/a*,n/a*,.2924528,n/a*,.3495146,.3490566,n/a*,.3980583,1,.3061381,51320,33486,58338
"Yell County, Arkansas",05149,Arkansas,.0572519,n/a**,.0579151,.25,n/a*,.0060241,.336,n/a**,.3344103,.4112,n/a**,.4103393,.7912554,.2472978,59191,48067,61702
"Alameda County, California",06001,California,.0293913,.0345754,.0090543,.2110912,.01001,.0005384,.2097298,.2187864,.1937244,.2459013,.2580072,.2257845,.0038861,.6956925,141427,128196,162954
"Alpine County, California",06003,California,n/a*,n/a**,n/a**,n/a*,n/a*,n/a*,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,1,.4696824,97724,73313,106429
"Amador County, California",06005,California,.016055,n/a**,.0161663,n/a*,0,.0030303,.2668178,n/a**,.2659574,.3295541,n/a**,.3290274,.6042372,.2184288,81659,77760,82222
"Butte County, California",06007,California,.0240779,n/a**,.0242215,.1591696,.0029412,0,.2533705,n/a**,.2492669,.3007903,n/a**,.2975677,.1890182,.2922176,91685,75364,96102
"Calaveras County, California",06009,California,.0238612,n/a**,.0243363,.1754386,.0123457,0,.2599595,n/a**,.2616239,.3099257,n/a**,.3122831,.7540919,.1906446,84039,69830,86475
"Colusa County, California",06011,California,.0107143,.0069444,n/a*,n/a*,0,0,.3411928,.3523035,n/a*,.3855756,.3875339,n/a*,.3172417,.6468724,77196,65981,89910
"Contra Costa County, California",06013,California,.0276104,.0399623,.0125621,.1841764,.0073571,.0008966,.2585659,.2684435,.2313246,.2973818,.3153251,.2594422,.0079274,.5754955,146387,128109,162832
"Del Norte County, California",06015,California,.0272374,n/a**,.0241935,n/a*,0,0,.2601227,n/a**,.2602564,.3153374,n/a**,.3179487,.3367354,.3806874,63515,74252,60119
"El Dorado County, California",06017,California,.0179211,n/a**,.0179799,.1878453,.003876,0,.2759595,n/a**,.2797846,.3226449,n/a**,.3265023,.3469993,.2288494,118681,116718,119071
"Fresno County, California",06019,California,.0326535,.038402,.0040377,.1717892,.0081809,.0004763,.3051416,.2991887,.3544511,.357158,.3526685,.4046969,.108052,.7144743,76573,67590,90844
"Glenn County, California",06021,California,.0296053,n/a*,n/a*,.1454545,.0147059,0,.2985075,.3333333,.1525424,.3455798,.4,.2372881,.4087192,.4853446,62706,51843,69402
"Humboldt County, California",06023,California,.0276339,n/a*,.0219178,.1781609,.0051813,0,.2456392,.3265306,.2445283,.2747909,.3673469,.2734591,.2975866,.261733,76880,60913,80872
"Imperial County, California",06025,California,.0336215,.0329724,n/a*,.1657754,.0127119,.0016181,.3068756,.3178571,n/a*,.3474891,.3594643,n/a*,.1741784,.8999034,64050,61705,77156
"Inyo County, California",06027,California,.0206186,n/a**,.0193548,n/a*,n/a*,0,.2790698,n/a**,.2981221,.3470483,n/a**,.3638498,.464305,.3784836,71376,59362,76472
"Kern County, California",06029,California,.0398718,.0492109,.025679,.194459,.0071395,.0006711,.3227986,.314902,.3105023,.3768464,.3697506,.3673059,.1020603,.6722202,75669,64740,90209
"Kings County, California",06031,California,.033938,.0324729,n/a**,.1632047,.0079156,0,.3534649,.343605,n/a**,.4078441,.3952949,n/a**,.108516,.6865568,72471,64187,84724
"Lake County, California",06033,California,.0283688,n/a**,.0198915,.1538462,0,0,.2750594,n/a**,.2895899,.3330166,n/a**,.3476341,.3310601,.2949918,67959,72403,66748
"Lassen County, California",06035,California,.0501567,n/a**,.0280374,.2545455,.0144928,0,.3329016,n/a**,.3677686,.4067357,n/a**,.4380165,.7052586,.3457071,71713,67417,72298
"Los Angeles County, California",06037,California,.0316442,.0378471,.0158767,.1809518,.0132896,.0006263,.2577181,.2532459,.2696691,.299685,.3002639,.2952349,.0060522,.7413136,104063,86876,135623
"Madera County, California",06039,California,.0349526,.0433579,.0145349,.1866667,.0055402,.0009737,.3040496,.2987496,.2885835,.3693295,.3612707,.3625793,.329248,.6694909,83590,77641,90688
"Marin County, California",06041,California,.0157518,n/a*,.0150115,.1933333,.0142857,.0005764,.2174581,n/a*,.2233348,.2461611,n/a*,.2498912,.0651997,.2908093,180587,127114,192896
"Mariposa County, California",06043,California,.0789474,n/a**,.0789474,n/a*,n/a*,0,.2369748,n/a**,.2369748,.307563,n/a**,.307563,1,.2000574,61727,49556,63913
"Mendocino County, California",06045,California,.033557,n/a*,.0247423,.233871,.0065359,0,.2677782,.2941177,.255675,.3007826,.2941177,.2873357,.4523059,.3565344,71732,55596,76633
"Merced County, California",06047,California,.0397992,.0399247,.0125,.2034549,.0068376,.0005942,.3078608,.3094201,.292887,.3545103,.3563844,.3305439,.1427326,.7363224,79523,73468,89541
"Modoc County, California",06049,California,.0102041,n/a**,0,n/a*,n/a*,0,.2612903,n/a**,.2754237,.316129,n/a**,.3305085,.6995664,.223083,53699,32503,57235
"Mono County, California",06051,California,.0155039,n/a*,.0196078,n/a*,n/a*,0,.2661692,n/a*,.2941177,.318408,n/a*,.3676471,.4583157,.3495458,84427,61668,91692
"Monterey County, California",06053,California,.0258159,.0295192,.0113636,.1711864,.006135,0,.2631739,.2793803,.21122,.309795,.3324839,.2372423,.09816,.7085825,102106,80216,130348
"Napa County, California",06055,California,.0251524,.0258303,.0273973,.1609195,.0143541,0,.2617099,.3301105,.2106164,.2967258,.3729282,.2482877,.1340084,.4853061,130499,111148,140243
"Nevada County, California",06057,California,.0162107,n/a**,.0167364,.1830986,.0079365,.0025316,.2449451,n/a**,.2495452,.2842288,n/a**,.288963,.4213479,.1484322,97744,104273,97159
"Orange County, California",06059,California,.0229937,.0302115,.0134802,.1769911,.0108283,.0002486,.2725739,.2654085,.2806351,.3127503,.311545,.3108518,.0014334,.6029508,127176,108502,145438
"Placer County, California",06061,California,.0155272,n/a*,.0155272,.1532663,.0068143,.0003004,.2890218,n/a*,.2890661,.3298835,n/a*,.3299341,.137872,.2861906,124843,115999,127533
"Plumas County, California",06063,California,.0162162,n/a*,.0164835,n/a*,n/a*,0,.2276065,n/a*,.2268657,.2716593,n/a*,.2716418,.7402409,.1685959,77027,63065,79015
"Riverside County, California",06065,California,.0336421,.041168,.0236747,.175593,.0104829,.000743,.337148,.3378278,.2762576,.3868257,.3887901,.3165656,.0462231,.661236,95564,85910,106957
"Sacramento County, California",06067,California,.0333184,.0382095,.0152386,.1863567,.0079336,.0000983,.2760174,.2822809,.2729129,.3204111,.3291421,.3129663,.0206211,.5629506,93318,82570,103200
"San Benito County, California",06069,California,.0122399,.0125874,n/a*,.0891089,.0067114,0,.3451456,.3550228,n/a*,.3956311,.4069635,n/a*,.2400441,.6570988,106604,91606,123639
"San Bernardino County, California",06071,California,.0423582,.0455138,.0373945,.1987881,.0129456,.0005156,.3265477,.330795,.2736739,.3762311,.3809699,.3218075,.047345,.7285064,86334,82219,93645
"San Diego County, California",06073,California,.0224266,.0311626,.0156375,.150792,.0083403,.0005239,.2830083,.294362,.2722204,.3251757,.3441867,.3116758,.0329705,.5521012,112786,94973,127422
"San Francisco County, California",06075,California,.0244989,.0313144,.0051107,.2331288,.0092025,0,.1395136,.1446518,.1414325,.1727026,.1771966,.1770928,0,.6018259,173858,138579,212650
"San Joaquin County, California",06077,California,.0324091,.0340729,.0211111,.1703704,.0070838,.0001943,.306392,.3098265,.3249686,.3588841,.3629346,.3747386,.0847286,.696534,92484,86358,101746
"San Luis Obispo County, California",06079,California,.0163064,n/a*,.0157699,.1666667,.0075188,.000499,.2585188,n/a*,.2555525,.2981599,n/a*,.2942144,.1659639,.3192953,99083,94611,100403
"San Mateo County, California",06081,California,.0200938,.0269499,.004329,.1831442,.005814,.0002225,.2008625,.2076533,.1908661,.2346495,.2474251,.2182677,.0189101,.6159453,193572,168228,221027
"Santa Barbara County, California",06083,California,.0191629,.0241884,.005767,.1431535,.0085592,0,.2590213,.3128391,.2134129,.2946582,.35217,.2460926,.0501752,.564373,112619,85347,134565
"Santa Clara County, California",06085,California,.022752,.0259277,.0040733,.1832298,.0132388,.0007276,.2025755,.2094875,.1528576,.2326391,.2425355,.1657085,.0108366,.6957957,180645,170593,196282
"Santa Cruz County, California",06087,California,.0252525,.0403768,.0164639,.1914894,.0215385,.0018541,.2289335,.2640137,.2195739,.2662074,.3153616,.2509931,.1203932,.4360627,126138,101363,136994
"Shasta County, California",06089,California,.0280755,n/a*,.0269012,.17603,.0089021,.0029542,.2786467,.1940299,.2816192,.3313499,.2686567,.3342599,.2928627,.2098567,81663,75892,82650
"Sierra County, California",06091,California,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2682927,n/a**,.2682927,.3414634,n/a**,.3414634,.9972222,.1243421,74547,53280,79545
"Siskiyou County, California",06093,California,.0084211,n/a**,.0087527,.0547945,0,0,.2742702,n/a**,.2782115,.3217923,n/a**,.3236338,.6582628,.2389574,64251,64388,64221
"Solano County, California",06095,California,.0288612,.0362043,.0207792,.1645857,.0011038,.0002994,.3047051,.2918351,.2636854,.3576545,.3503099,.2952968,.0371845,.6297228,105465,97468,114834
"Sonoma County, California",06097,California,.0199837,.0217391,.0176089,.1811024,.0052632,0,.2600619,.2533438,.2564783,.3019814,.3233674,.295211,.1235353,.3727606,117426,98684,123938
"Stanislaus County, California",06099,California,.0332927,.0318815,.0081169,.1695238,.0096576,0,.3039896,.3044251,.3294118,.3524966,.3562661,.380805,.0798071,.5972596,79840,71348,88119
"Sutter County, California",06101,California,.0251397,n/a*,0,.1461988,.009901,0,.3060556,n/a*,.3267327,.3505728,n/a*,.3811881,.1479781,.5516082,89212,78010,98523
"Tehama County, California",06103,California,.0436508,n/a**,.0465549,.2244898,0,0,.3098659,n/a**,.3040857,.3572797,n/a**,.3556598,.5148827,.3165759,70306,58475,74373
"Trinity County, California",06105,California,.0337079,n/a**,.0337079,n/a*,n/a*,0,.2347561,n/a**,.2347561,.2713415,n/a**,.2713415,1,.1789764,54714,67292,52544
"Tulare County, California",06107,California,.0299154,.0302158,.011236,.1548387,.0053957,.0003292,.3205593,.3228182,.3061225,.3729378,.3764545,.3591837,.1547993,.7243664,74820,68384,85045
"Tuolumne County, California",06109,California,.0220588,n/a**,.0206767,.15625,.0181818,0,.2585112,n/a**,.2596325,.3127525,n/a**,.3141672,.4896595,.1980572,83571,77161,84540
"Ventura County, California",06111,California,.0206117,.0287586,.0154386,.1592417,.0087015,.0004635,.2844592,.2938864,.2797606,.3271117,.3450025,.3147861,.0312455,.5549393,121196,101144,135311
"Yolo County, California",06113,California,.02658,.0177515,n/a*,.1834862,.0099338,.0008532,.2320026,.3171247,n/a*,.2690396,.3562368,n/a*,.0692958,.5415873,107375,82925,127855
"Yuba County, California",06115,California,.0385925,n/a*,.0138889,.1910828,.0175439,0,.3227057,n/a*,.3132832,.3748384,n/a*,.3609022,.2622271,.4480749,74158,89280,67440
"Adams County, Colorado",08001,Colorado,.031965,.0401922,.0250361,.172179,.0108303,.0002626,.3363023,.3029874,.3573951,.3866658,.3564465,.405257,.0362045,.5107891,91713,79449,100023
"Alamosa County, Colorado",08003,Colorado,.037037,n/a**,n/a*,n/a*,n/a*,0,.2862986,n/a**,n/a*,.3312883,n/a**,n/a*,.368663,.5236853,56513,49816,63021
"Arapahoe County, Colorado",08005,Colorado,.02865,.0422433,.0212072,.1749298,.0092507,0,.3067538,.2793797,.3088734,.3473066,.3288103,.3441032,.0157534,.4077506,110227,90514,119507
"Archuleta County, Colorado",08007,Colorado,.020979,n/a**,.0222222,n/a*,n/a*,0,.2451613,n/a**,.2471396,.3053764,n/a**,.3066362,.5937604,.2367011,71666,55003,75727
"Baca County, Colorado",08009,Colorado,.0338983,n/a**,.0338983,n/a*,n/a*,n/a*,.3492064,n/a**,.3492064,.4603175,n/a**,.4603175,1,.1516428,51324,30844,55192
"Bent County, Colorado",08011,Colorado,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2142857,n/a**,.2177419,.3253968,n/a**,.3306452,.3795969,.3663383,44983,32551,49645
"Boulder County, Colorado",08013,Colorado,.0130912,n/a**,.013214,.1414141,.0107527,0,.2290386,n/a**,.2302302,.2592186,n/a**,.2602603,.0891308,.2286631,125894,98192,131852
"Broomfield County, Colorado",08014,Colorado,.0137615,n/a**,.0138037,.1355932,.0119048,0,.2904523,n/a**,.2920667,.3256281,n/a**,.3264275,.005833,.2323012,144139,146456,143594
"Chaffee County, Colorado",08015,Colorado,.020202,n/a**,.020202,n/a*,n/a*,0,.2715856,n/a**,.2715856,.3092622,n/a**,.3092622,.3741367,.1507389,70142,59903,71188
"Cheyenne County, Colorado",08017,Colorado,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.2221125,70046,64134,70954
"Clear Creek County, Colorado",08019,Colorado,.02,n/a**,.02,n/a*,n/a*,0,.2828947,n/a**,.2828947,.3256579,n/a**,.3256579,1,.1130068,84430,73627,85438
"Conejos County, Colorado",08021,Colorado,.0322581,n/a*,n/a*,n/a*,n/a*,0,.2987552,.3488372,n/a*,.3817427,.4302326,n/a*,1,.5543799,50114,40078,63412
"Costilla County, Colorado",08023,Colorado,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.3278688,.3898305,n/a*,.3852459,.440678,n/a*,1,.6662216,46633,37487,68921
"Crowley County, Colorado",08025,Colorado,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.2596154,n/a*,n/a*,.375,n/a*,n/a*,1,.3847758,50640,45085,53363
"Custer County, Colorado",08027,Colorado,0,n/a**,0,n/a*,n/a*,n/a*,.2547771,n/a**,.2547771,.3566879,n/a**,.3566879,1,.1484506,64037,115074,60008
"Delta County, Colorado",08029,Colorado,.0252366,n/a**,.0252366,n/a*,n/a*,0,.2678034,n/a**,.2678034,.3169509,n/a**,.3169509,.6317201,.1867495,65899,45731,68387
"Denver County, Colorado",08031,Colorado,.0294544,.0384968,.020147,.1899384,.0115761,.0006259,.2699512,.2812974,.2708457,.3114717,.3269173,.3098651,0,.4524863,106715,74656,124828
"Dolores County, Colorado",08033,Colorado,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3690476,n/a**,.3690476,.4404762,n/a**,.4404762,1,.1023156,62136,205195,58463
"Douglas County, Colorado",08035,Colorado,.0095941,n/a**,.0096154,.1017964,.0084034,.0003072,.3452855,n/a**,.3454148,.3848416,n/a**,.3850837,.1028743,.1885412,151762,144636,153119
"Eagle County, Colorado",08037,Colorado,.0177165,n/a*,.0134228,n/a*,0,0,.2727844,n/a*,.2860386,.3186675,n/a*,.3371169,.1998391,.3279567,118174,73704,132060
"Elbert County, Colorado",08039,Colorado,.0149626,n/a**,.0150376,n/a*,.030303,0,.3854875,n/a**,.3862857,.4535147,n/a**,.4548571,1,.1148268,121995,99841,124188
"El Paso County, Colorado",08041,Colorado,.0306571,n/a*,.027417,.1876413,.0080321,.0001718,.3308753,n/a*,.3203803,.3928915,n/a*,.3803549,.0893432,.3166839,93351,76210,99336
"Fremont County, Colorado",08043,Colorado,.0378947,n/a**,.0382979,.1973684,.0357143,0,.3008507,n/a**,.3059289,.3658159,n/a**,.3699605,.2642021,.2090615,64506,51684,65335
"Garfield County, Colorado",08045,Colorado,.0330251,n/a**,.0334672,.255814,.024,0,.3326371,n/a**,.3351121,.3916449,n/a**,.3948773,.2410399,.3186182,90090,71137,95746
